year,state,industry,employed
2020,Melaka,Accommodation and food service activities,43
2021,Melaka,Accommodation and food service activities,35.1
1982,Negeri Sembilan,"Community, social and personal services",47.4
1983,Negeri Sembilan,"Community, social and personal services",44.9
1984,Negeri Sembilan,"Community, social and personal services",49.1
1985,Negeri Sembilan,"Community, social and personal services",45.2
1986,Negeri Sembilan,"Community, social and personal services",48.8
1987,Negeri Sembilan,"Community, social and personal services",46.3
1988,Negeri Sembilan,"Community, social and personal services",46
1989,Negeri Sembilan,"Community, social and personal services",49.1
1990,Negeri Sembilan,"Community, social and personal services",45.6
1992,Negeri Sembilan,"Community, social and personal services",54.3
1993,Negeri Sembilan,"Community, social and personal services",67.4
1995,Negeri Sembilan,"Community, social and personal services",59.5
1996,Negeri Sembilan,"Community, social and personal services",64.6
1997,Negeri Sembilan,"Community, social and personal services",59.3
1998,Negeri Sembilan,"Community, social and personal services",63.6
1999,Negeri Sembilan,"Community, social and personal services",58.1
2000,Negeri Sembilan,"Community, social and personal services",74.6
2001,Negeri Sembilan,"Transport, storage and communications",19.9
2002,Negeri Sembilan,"Transport, storage and communications",16.4
2003,Negeri Sembilan,"Transport, storage and communications",20.4
2004,Negeri Sembilan,"Transport, storage and communications",20.6
2005,Negeri Sembilan,"Transport, storage and communications",22.8
2006,Negeri Sembilan,"Transport, storage and communications",21.8
2007,Negeri Sembilan,"Transport, storage and communications",19.4
2008,Negeri Sembilan,"Transport, storage and communications",21.9
2009,Negeri Sembilan,"Transport, storage and communications",22.6
2010,Negeri Sembilan,Accommodation and food service activities,34.6
2011,Negeri Sembilan,Accommodation and food service activities,32.2
2012,Negeri Sembilan,Accommodation and food service activities,42.8
2013,Negeri Sembilan,Accommodation and food service activities,48
2014,Negeri Sembilan,Accommodation and food service activities,42.5
2015,Negeri Sembilan,Accommodation and food service activities,43.5
2016,Negeri Sembilan,Accommodation and food service activities,48.5
2017,Negeri Sembilan,Accommodation and food service activities,47.2
2018,Negeri Sembilan,Accommodation and food service activities,52
2019,Negeri Sembilan,Accommodation and food service activities,48.4
2020,Negeri Sembilan,Accommodation and food service activities,51.2
2021,Negeri Sembilan,Accommodation and food service activities,50.9
1982,Pulau Pinang,"Community, social and personal services",71.5
1983,Pulau Pinang,"Community, social and personal services",77.5
1984,Pulau Pinang,"Community, social and personal services",72
1985,Pulau Pinang,"Community, social and personal services",77.7
1986,Pulau Pinang,"Community, social and personal services",77.1
1987,Pulau Pinang,"Community, social and personal services",82
1988,Pulau Pinang,"Community, social and personal services",84
1989,Pulau Pinang,"Community, social and personal services",78.2
1990,Pulau Pinang,"Community, social and personal services",77.8
1992,Pulau Pinang,"Community, social and personal services",95
1993,Pulau Pinang,"Community, social and personal services",122.1
1995,Pulau Pinang,"Community, social and personal services",81.1
1996,Pulau Pinang,"Community, social and personal services",87.5
1997,Pulau Pinang,"Community, social and personal services",106.1
1998,Pulau Pinang,"Community, social and personal services",109.5
1999,Pulau Pinang,"Community, social and personal services",119
2000,Pulau Pinang,"Community, social and personal services",127.5
2001,Pulau Pinang,"Transport, storage and communications",33.4
2002,Pulau Pinang,"Transport, storage and communications",33.9
2003,Pulau Pinang,"Transport, storage and communications",35.5
2004,Pulau Pinang,"Transport, storage and communications",36.3
2005,Pulau Pinang,"Transport, storage and communications",35.3
2006,Pulau Pinang,"Transport, storage and communications",35.1
2007,Pulau Pinang,"Transport, storage and communications",34.9
2008,Pulau Pinang,"Transport, storage and communications",41.4
2009,Pulau Pinang,"Transport, storage and communications",48.2
2010,Pulau Pinang,Accommodation and food service activities,63.7
2011,Pulau Pinang,Accommodation and food service activities,73.8
2012,Pulau Pinang,Accommodation and food service activities,65.4
2013,Pulau Pinang,Accommodation and food service activities,70.8
2014,Pulau Pinang,Accommodation and food service activities,92.5
2015,Pulau Pinang,Accommodation and food service activities,73.2
2016,Pulau Pinang,Accommodation and food service activities,79.2
2017,Pulau Pinang,Accommodation and food service activities,69.2
2018,Pulau Pinang,Accommodation and food service activities,79.3
2019,Pulau Pinang,Accommodation and food service activities,79.7
2020,Pulau Pinang,Accommodation and food service activities,69.1
2021,Pulau Pinang,Accommodation and food service activities,78.4
1982,Pahang,"Community, social and personal services",56.9
1983,Pahang,"Community, social and personal services",58.8
1984,Pahang,"Community, social and personal services",63.8
1985,Pahang,"Community, social and personal services",66.8
1986,Pahang,"Community, social and personal services",65.4
1987,Pahang,"Community, social and personal services",73.8
1988,Pahang,"Community, social and personal services",66.5
1989,Pahang,"Community, social and personal services",76.3
1990,Pahang,"Community, social and personal services",96
1992,Pahang,"Community, social and personal services",81.3
1993,Pahang,"Community, social and personal services",83.7
1995,Pahang,"Community, social and personal services",74.4
1996,Pahang,"Community, social and personal services",79.3
1997,Pahang,"Community, social and personal services",90.9
1998,Pahang,"Community, social and personal services",75
1999,Pahang,"Community, social and personal services",80
2000,Pahang,"Community, social and personal services",100.2
2001,Pahang,"Transport, storage and communications",14.5
2002,Pahang,"Transport, storage and communications",14.8
2003,Pahang,"Transport, storage and communications",12.9
2004,Pahang,"Transport, storage and communications",18.7
2005,Pahang,"Transport, storage and communications",19
2006,Pahang,"Transport, storage and communications",14.9
2007,Pahang,"Transport, storage and communications",16.2
2008,Pahang,"Transport, storage and communications",22.4
2009,Pahang,"Transport, storage and communications",22
2010,Pahang,Accommodation and food service activities,51.1
2011,Pahang,Accommodation and food service activities,56.5
2012,Pahang,Accommodation and food service activities,48.1
2013,Pahang,Accommodation and food service activities,58.9
2014,Pahang,Accommodation and food service activities,65.6
2015,Pahang,Accommodation and food service activities,65.6
2016,Pahang,Accommodation and food service activities,70.8
2017,Pahang,Accommodation and food service activities,60.5
2018,Pahang,Accommodation and food service activities,78.8
2019,Pahang,Accommodation and food service activities,77.4
2020,Pahang,Accommodation and food service activities,74.1
2021,Pahang,Accommodation and food service activities,53.4
1982,Perak,"Community, social and personal services",110.4
1983,Perak,"Community, social and personal services",112.7
1984,Perak,"Community, social and personal services",130
1985,Perak,"Community, social and personal services",139
1986,Perak,"Community, social and personal services",135.9
1987,Perak,"Community, social and personal services",132.1
1988,Perak,"Community, social and personal services",134.8
1989,Perak,"Community, social and personal services",133.6
1990,Perak,"Community, social and personal services",135.5
1992,Perak,"Community, social and personal services",140.5
1993,Perak,"Community, social and personal services",126.7
1995,Perak,"Community, social and personal services",138.7
1996,Perak,"Community, social and personal services",157.8
1997,Perak,"Community, social and personal services",173.3
1998,Perak,"Community, social and personal services",152.1
1999,Perak,"Community, social and personal services",150.5
2000,Perak,"Community, social and personal services",172.9
2001,Perak,"Transport, storage and communications",26.9
2002,Perak,"Transport, storage and communications",35.4
2003,Perak,"Transport, storage and communications",29
2004,Perak,"Transport, storage and communications",34.8
2005,Perak,"Transport, storage and communications",28.6
2006,Perak,"Transport, storage and communications",30.4
2007,Perak,"Transport, storage and communications",31.7
2008,Perak,"Transport, storage and communications",34
2009,Perak,"Transport, storage and communications",37.7
2010,Perak,Accommodation and food service activities,71.4
2011,Perak,Accommodation and food service activities,83
2012,Perak,Accommodation and food service activities,82.8
2013,Perak,Accommodation and food service activities,88.5
2014,Perak,Accommodation and food service activities,87.1
2015,Perak,Accommodation and food service activities,95.9
2016,Perak,Accommodation and food service activities,104.1
2017,Perak,Accommodation and food service activities,122.8
2018,Perak,Accommodation and food service activities,127.9
2019,Perak,Accommodation and food service activities,123.3
2020,Perak,Accommodation and food service activities,113.9
2021,Perak,Accommodation and food service activities,114
1982,Perlis,"Community, social and personal services",11.9
1983,Perlis,"Community, social and personal services",8.3
1984,Perlis,"Community, social and personal services",11.2
1985,Perlis,"Community, social and personal services",12.4
1986,Perlis,"Community, social and personal services",11.2
1987,Perlis,"Community, social and personal services",13.9
1988,Perlis,"Community, social and personal services",20.3
1989,Perlis,"Community, social and personal services",18.8
1990,Perlis,"Community, social and personal services",13.9
1992,Perlis,"Community, social and personal services",17
1993,Perlis,"Community, social and personal services",19.2
1995,Perlis,"Community, social and personal services",15.7
1996,Perlis,"Community, social and personal services",17.8
1997,Perlis,"Community, social and personal services",17.7
1998,Perlis,"Community, social and personal services",17.8
1999,Perlis,"Community, social and personal services",20.5
2000,Perlis,"Community, social and personal services",21.8
2001,Perlis,"Transport, storage and communications",2.6
2002,Perlis,"Transport, storage and communications",2
2003,Perlis,"Transport, storage and communications",2.8
2004,Perlis,"Transport, storage and communications",3.1
2005,Perlis,"Transport, storage and communications",2.7
2006,Perlis,"Transport, storage and communications",2.9
2007,Perlis,"Transport, storage and communications",3
2008,Perlis,"Transport, storage and communications",3.2
2009,Perlis,"Transport, storage and communications",3.2
2010,Perlis,Accommodation and food service activities,7.7
2011,Perlis,Accommodation and food service activities,7.7
2012,Perlis,Accommodation and food service activities,9
2013,Perlis,Accommodation and food service activities,10.2
2014,Perlis,Accommodation and food service activities,11.1
2015,Perlis,Accommodation and food service activities,11.7
2016,Perlis,Accommodation and food service activities,11.9
2017,Perlis,Accommodation and food service activities,12.8
2018,Perlis,Accommodation and food service activities,16.4
2019,Perlis,Accommodation and food service activities,15.9
2020,Perlis,Accommodation and food service activities,16.7
2021,Perlis,Accommodation and food service activities,13.2
1982,Sabah,"Community, social and personal services",76.5
1983,Sabah,"Community, social and personal services",78.4
1984,Sabah,"Community, social and personal services",67.3
1985,Sabah,"Community, social and personal services",71.1
